title,link,price
b'4 BR 1 BA House for Sale  $ 9.5k/obo',bham.craigslist.org/reo/5989082520.html,0
b'80.5 Acres Hunting Land Childersburg - Fayetteville',bham.craigslist.org/reb/5961783019.html,0
b'23 Acres Shelby County Farmland',bham.craigslist.org/reb/5961758273.html,0
b'Shelby County Cattle Farm',bham.craigslist.org/reb/5961734780.html,0
b'Shelby County Farm with Lake',bham.craigslist.org/reb/5961697098.html,0
b'95 +/- Acres - Shelby County',bham.craigslist.org/reb/5961635032.html,0
b'4 BR 1 BA House for Sale  $ 9.5k/obo',bham.craigslist.org/reo/5989086772.html,0
b'4 BED 1 BATH $9.5k',bham.craigslist.org/reo/5989080094.html,0
b'Mobile Home For Sale',bham.craigslist.org/reo/5988997460.html,0
b'243 Acres Timber/Hunting Land',bham.craigslist.org/reo/5974691028.html,0
b'Fixer Upper--Home for Sale-Must Sell',bham.craigslist.org/reo/5988556563.html,10000
b'MOBILE HOME FOR SALE',bham.craigslist.org/reo/5988370406.html,10000
b'\xe2\x9e\xa4 THORSBY DOUBLE WIDE WILL FINANCE!',bham.craigslist.org/reo/5988376145.html,39900
b'Heritage Hills 3.54 Acres Land',bham.craigslist.org/reo/5988334192.html,19900
b'OPEN HOUSE SUNDAY 2-4',bham.craigslist.org/reb/5988259558.html,0
b'Great Fixer Upper',bham.craigslist.org/reo/5988279477.html,0
b'Land for sale 1 acre ready to live/build',bham.craigslist.org/reo/5988092130.html,0
"b'For Sale:  2013 Clayton mobile home, 3bd, 2bath'",bham.craigslist.org/reo/5988061777.html,0
b'OPEN HOUSE - SAT 1-4PM HELENA',bham.craigslist.org/reb/5988048539.html,129900
b'FSBO Lay Lake Home',bham.craigslist.org/reo/5946297747.html,229600
b'Great Deals on A New Manufactured Home Now',bham.craigslist.org/reo/5987947705.html,0
b'Turn-Key Property - 11.39% ROI: Capitalize on Mid-West Housing Market',bham.craigslist.org/reo/5987860207.html,47000
b'Great Rental Home Investment Opportunity',bham.craigslist.org/reo/5947816751.html,0
b'\xe2\x9c\x9a\xe2\x9c\x9aFrienship Rd Tract 59 Acres in Brantley\xe2\x9c\x9a\xe2\x9c\x9a',bham.craigslist.org/reo/5987615004.html,89900
b'LOCUST FORK House 2Br 1B FIXER on 1 acre',bham.craigslist.org/reo/5957874206.html,0
b'1505 Yukon St',bham.craigslist.org/reb/5987521544.html,22900
"b'Home and 40 Acre Farm/Ranch - Privacy - $499,000'",bham.craigslist.org/reo/5980367307.html,0
"b'Home with 3 Acres For Sale - Private with Paved Road - $299,000'",bham.craigslist.org/reo/5980355257.html,0
b'LOT FOR SALE - RIVERCREST SUBD',bham.craigslist.org/reo/5970298510.html,0
b'4 BR 1 BA House for Sale  $ 9.5k/obo',bham.craigslist.org/reo/5987486270.html,0
b'4 BR 1 BA House for Sale  $ 9.5k/obo',bham.craigslist.org/reo/5987486801.html,0
b'Magazine Quality Crestwood/Crestline',bham.craigslist.org/reo/5954144062.html,297500
b'4 BR 1 BA House for Sale  $ 9.5k/obo',bham.craigslist.org/reo/5987485419.html,0
b'4 BR 1 BA House for Sale  $ 9.5k/obo',bham.craigslist.org/reo/5987484693.html,0
b'4 BED 1 BATH $9.5k',bham.craigslist.org/reo/5987483993.html,0
"b'** 580 Credit Scores FHA,VA &amp; USDA Loans Call Now !!'",bham.craigslist.org/reo/5959876111.html,0
b'103+/- Acres in McCalla Area! Bank Owned!!',bham.craigslist.org/reb/5955982809.html,349000
b'Beautiful Home for sale in Gardendale',bham.craigslist.org/reo/5987246968.html,159900
b'Rental for sale. Make offer.',bham.craigslist.org/reo/5987178332.html,0
b'Alden Glen (Moody) Home for Sale',bham.craigslist.org/reo/5987157474.html,210000
b'Holley By The Sea Lot~ Must Sell!',bham.craigslist.org/reo/5947391453.html,13995
b'Unique Deal... Historic Former Anderson Jr. High School',bham.craigslist.org/reo/5987081792.html,139000
"b'River Front Property-$55,000 OBO'",bham.craigslist.org/reo/5987004159.html,0
b'4 BED 1 BATH $9.5k',bham.craigslist.org/reo/5986959199.html,0
b'4 BD 1 BA 9.5k',bham.craigslist.org/reo/5986955941.html,0
b'4 BED 1 BATH $9.5k',bham.craigslist.org/reo/5986939556.html,0
b'4 BR 1 BA House for Sale  $ 9.5k/obo',bham.craigslist.org/reo/5986932798.html,0
"b'Rental Property! 4 BED / 1 BA $9,500'",bham.craigslist.org/reo/5986936357.html,0
b'4 BED 1 BATH $9.5k',bham.craigslist.org/reo/5986930460.html,
b'41.6 Acre Land - $199/mth ONLY $495 down',bham.craigslist.org/reo/5986906219.html,0
b'Brick Home Ready For New Owner',bham.craigslist.org/reb/5986801419.html,0
"b'$16,700 and this property is yours'",bham.craigslist.org/reo/5952253612.html,16700
b'HOME SWEET HOME CLEANING SPECIAL!!!',bham.craigslist.org/reo/5945852064.html,0
"b'Handyman Special - Price negotiable, offers welcome!'",bham.craigslist.org/reo/5943876731.html,45639
"b'32 acres, $65000, CHILTON COUNTY, AL'",bham.craigslist.org/reo/5986627936.html,0
b'REMODELED Large 2br/2ba - $600 Down',bham.craigslist.org/reo/5986601591.html,0
"b'2000 sf, 3BR, 3BA brick house on 5 acres'",bham.craigslist.org/reb/5986596842.html,163500
b'\xe2\x96\xba\xe2\x96\xba Remodeled Rent 2 Own Trussville House \xe2\x97\x84\xe2\x97\x84',bham.craigslist.org/reo/5975077342.html,220000
b'One of the most historical homes in Bham',bham.craigslist.org/reb/5986525981.html,374900
b'Tired of listing and showing your house?',bham.craigslist.org/reo/5948646101.html,0
b'Luxury Edenton Loft Condo For Sale',bham.craigslist.org/reo/5986504696.html,188888
b'New Listing - 7398 Whitney Dr',bham.craigslist.org/reb/5986508304.html,159900
b'Loft Style Condo For Sale - Edenton Lofts',bham.craigslist.org/reo/5972486291.html,0
b'4br with pool for sale by owner',bham.craigslist.org/reo/5945468953.html,0
b'4br with pool for sale by owner',bham.craigslist.org/reo/5945468366.html,0
b'4br with pool for sale by owner',bham.craigslist.org/reo/5945470389.html,0
b'5605 Terrace J',bham.craigslist.org/reo/5986358620.html,0
b'Home For Sale in Birmingham Al',bham.craigslist.org/reb/5986364336.html,638900
b'Are looking to become a homeowner?',bham.craigslist.org/reo/5986357547.html,574
b'Main Channel Water Access Lot w/enclosed Boat Slip',bham.craigslist.org/reo/5986369571.html,79500
b'New on Market - 90 Autumn Trace',bham.craigslist.org/reb/5986332859.html,208950
b'1410 Avenue G',bham.craigslist.org/reo/5986298713.html,0
b'\xf0\x9f\x92\xb2\xf0\x9f\x92\xb2\xf0\x9f\x92\xb2Investors',bham.craigslist.org/reb/5986274324.html,0
b'\xe2\x99\xa6\xe2\x99\xa6APARTMENTS-WE BUY!\xe2\x99\xa6\xe2\x99\xa6',bham.craigslist.org/reo/5946475646.html,0
b'\xe2\x99\xa6\xe2\x99\xa6WE WILL BUY YOUR HOUSE!!\xe2\x99\xa6\xe2\x99\xa6',bham.craigslist.org/reo/5946474289.html,0
b'\xe2\x99\xa6\xe2\x99\xa6APARTMENTS-WE BUY!\xe2\x99\xa6\xe2\x99\xa6',bham.craigslist.org/reo/5943855140.html,0
b'Lot for Sale',bham.craigslist.org/reo/5986241666.html,25000
b'Lot for Sale',bham.craigslist.org/reo/5972763797.html,35500
b'Beautiful Mountain View On 24 Acres',bham.craigslist.org/reo/5981905649.html,0
b'Large 4 Bedroom 3 Bath Brick home',bham.craigslist.org/reo/5946343029.html,269900
b'NEWER PRICE...Fabulous City Views!!!',bham.craigslist.org/reb/5946714829.html,155000
b'3.5 Acres M/L...Altadena Area',bham.craigslist.org/reb/5946711641.html,775000
b'NEWER PRICE...Fabulous Valley Views!!! End Unit Condo',bham.craigslist.org/reb/5946716232.html,140000
b'$25000 17.15 acres with small stream perfect for home or hunting getaw',bham.craigslist.org/reo/5945900700.html,25000
"b'MOUNT OLIVE 77 ACRES $ 195,000'",bham.craigslist.org/reo/5962818254.html,0
b'Land for Sale - 2101 White Post Rd',bham.craigslist.org/reb/5985891473.html,45000
b'64 acres of land-For sale',bham.craigslist.org/reo/5966928162.html,0
b'Calling All Alabama Cash Buyers/Investors/Wholesalers!!',bham.craigslist.org/reo/5985726949.html,0
b'&gt;&gt; Buyers &lt;&lt;',bham.craigslist.org/reo/5978305754.html,0
"b'4BR w/Basement on Cul-De-Sac, Alabaster'",bham.craigslist.org/reb/5985603302.html,209900
b'Fantastic Buy 2 Bdrm All Brick',bham.craigslist.org/reo/5985543854.html,50000
b'We buy houses',bham.craigslist.org/reo/5985498926.html,0
b'Investor needing real estate agent help/will pay in cash!',bham.craigslist.org/reo/5985485295.html,0
b'Single Family Home for Sale',bham.craigslist.org/reb/5966546679.html,26900
b'house on the lay lake',bham.craigslist.org/reo/5960145612.html,60000
b'Why rent when you can buy this home for less',bham.craigslist.org/reo/5985364801.html,492
b'Birmingham East Lake Investment',bham.craigslist.org/reb/5985382155.html,19900
b'Birmingham West End Investment Property',bham.craigslist.org/reb/5985355794.html,14900
b'Lakefront 3BR Home on 2 Private Acres!!',bham.craigslist.org/reb/5985256619.html,299000
b'Mobile Home for Sale in Kimberly',bham.craigslist.org/reo/5985265566.html,3000
b'5BR of Mediterranean Sophistication!!',bham.craigslist.org/reb/5985239038.html,2250000
b'Stunning 3BR Cedar Log Chalet!!',bham.craigslist.org/reb/5985248534.html,550000
b'Trying To Sell Your House? We Buy!',bham.craigslist.org/reo/5978088251.html,0
b'**OPEN HOUSE**THIS SATURDAY**HOOVER**',bham.craigslist.org/reb/5985183358.html,325000
"b'3 bedroom, 2 bath, brick home'",bham.craigslist.org/reb/5967725341.html,138550
b'This ADORABLE Vincent home is MUCH LARGER than it first appears',bham.craigslist.org/reb/5967726651.html,119900
b'Wow... This home is better than new construction',bham.craigslist.org/reb/5967750280.html,224900
b'SPACIOUS CARRINGTON HOME',bham.craigslist.org/reb/5967772370.html,339900
b'Beautiful Carrington Lakes home',bham.craigslist.org/reb/5967799424.html,389000
b'Wow! This beautiful 12 acre spread is located directly beside the Bria',bham.craigslist.org/reb/5967820614.html,94900
b'MAIN CHANNEL WATERVIEW 12 Acres+ Zoned Multi-Family Huge Potential',bham.craigslist.org/reo/5970168981.html,59000
"b'Trussville \xe2\x96\xba\xe2\x96\xba Rent 2 Own \xe2\x97\x84\xe2\x97\x84 Spacious, Newly Remodeled'",bham.craigslist.org/reo/5963087131.html,220000
b'INVESTORS! JUST REDUCED! AWESOME FLIP OR RENTAL!',bham.craigslist.org/reo/5976411310.html,19500
b'Turn Your House Into cash!',bham.craigslist.org/reo/5969228286.html,0
b'Upscale furnished townhome',bham.craigslist.org/reb/5985010591.html,249000
b'Condominium for sale',bham.craigslist.org/reo/5985047946.html,7000
b'Get an Affordable New Home Today',bham.craigslist.org/reo/5971935620.html,0
b'Leeds 1.25 Acres',bham.craigslist.org/reo/5949247601.html,34000
b'3 bedroom 1 bath partial basement brick home',bham.craigslist.org/reo/5946082989.html,20000
b'Own a piece of paradise on the worlds most beautiful beaches. Panama C',bham.craigslist.org/reo/5984845565.html,40000
"b'Trussville \xe2\x96\xba\xe2\x96\xba Rent 2 Own \xe2\x97\x84\xe2\x97\x84 Spacious, Newly Remodeled'",bham.craigslist.org/reo/5957588959.html,220000
b'WONDERFUL GA MOUNTAIN CABIN WITH SPECTACULAR VIEWS',bham.craigslist.org/reb/5943348823.html,199888
b'7271 Maine ave',bham.craigslist.org/reo/5984685048.html,15000
"b'5 ACRES in FLORIDA near Suwannee River, Nature Coast , Gulf Fishing'",bham.craigslist.org/reo/5942276507.html,39000
b'Need home with a little land',bham.craigslist.org/reo/5984536882.html,0
"b'$60,000/3br/2ba - Manufactored Home For Sale'",bham.craigslist.org/reo/5953668947.html,0
"b'$60,000/3br/2ba - Manufactored Home For Sale'",bham.craigslist.org/reo/5953669946.html,0
"b'$60,000/3br/2ba - Manufactored Home For Sale'",bham.craigslist.org/reo/5953670577.html,0
"b'WOW!! Southern charm and country living! Open floor plan with master, ... 6 Beds'",bham.craigslist.org/reb/5984408339.html,569000
b'HOME FOR RENT OR LEASE',bham.craigslist.org/reo/5984396976.html,0
b'3br 2bth home',bham.craigslist.org/reo/5984351661.html,142900
b'Beautiful Smith Lake Property',bham.craigslist.org/reo/5943732382.html,55000
b'brick building 5000 square foot with parking lot',bham.craigslist.org/reo/5941471930.html,150000
b'Updated 3 Br Home',bham.craigslist.org/reo/5984170893.html,135000
"b'Fixer Upper for Sale - $9,990'",bham.craigslist.org/reo/5946780476.html,9990
b'Pickens County Property',bham.craigslist.org/reo/5984006751.html,0
"b'Fixer Upper for Sale - $9,990'",bham.craigslist.org/reb/5946772644.html,9990
"b'Trussville, AL Home for Sale - 3bd 2ba'",bham.craigslist.org/reb/5942356132.html,240000
"b'Land for Sale in Odenville, AL (0.4)'",bham.craigslist.org/reb/5942361557.html,25000
"b'Clay, AL Home for Sale - 4bd 3ba'",bham.craigslist.org/reb/5942142523.html,160000
b'House for Sale',bham.craigslist.org/reo/5983892402.html,60000
b'Rehabbers &amp; Investors!',bham.craigslist.org/reo/5983889688.html,0
b'6 Acres 3/2MH 903 Lost Creek Rd.',bham.craigslist.org/reo/5983849120.html,27500
b'$19500.00   Double Wide Trailer &amp; Lot',bham.craigslist.org/reo/5983704766.html,0
b'Attention all INVESTORS!!!',bham.craigslist.org/reo/5983571835.html,0
b'SALE! SALE! SALE! SALE! Home For Sale.',bham.craigslist.org/reo/5983552199.html,0
b'Looking for a home? Well we got one for you.',bham.craigslist.org/reo/5983526443.html,0
"b'417 Woodland Drive, Homewood'",bham.craigslist.org/reo/5983440305.html,0
b'Bring Your Tape Measure',bham.craigslist.org/reb/5983052443.html,187500
b'Great Investment - Less Than Rent!',bham.craigslist.org/reb/5983051109.html,69900
b'New Construction',bham.craigslist.org/reo/5948036413.html,0
b'McCalla -- mobile home lot',bham.craigslist.org/reo/5983011481.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5982972528.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5982973437.html,0
b'Investment Property in Birmingham (Eastlake)',bham.craigslist.org/reo/5982900882.html,0
b'Home for Sale',bham.craigslist.org/reo/5977639904.html,0
b'4 Bedrooms House Home Mobile Home',bham.craigslist.org/reo/5964674124.html,0
b'Elegant Starter Home',bham.craigslist.org/reo/5948941268.html,550
b'Large Remodeled 2BR/2BA $600 DOWN with Decent Credit',bham.craigslist.org/reo/5957944977.html,0
"b'Land for Sale in Trussville, AL (0 acres)'",bham.craigslist.org/reb/5942127338.html,14000
"b'Land for Sale in Trussville, AL (0 acres)'",bham.craigslist.org/reb/5942121001.html,14000
"b'Trussville, AL Home for Sale - 4bd 2ba'",bham.craigslist.org/reb/5946498058.html,220000
"b'Trussville, AL Land for Sale - 2.46'",bham.craigslist.org/reb/5946493896.html,22140
"b'Home for Sale in Pinson, AL (3bd 2ba) - Reduced'",bham.craigslist.org/reb/5946483008.html,120000
"b'Springville, AL Home for Sale - 4bd 3ba'",bham.craigslist.org/reb/5946503450.html,175000
b'3bd 2ba/1hba Home for Sale in Pinson',bham.craigslist.org/reb/5946515641.html,200000
"b'Home for Sale in Odenville, AL (3bd 2ba)'",bham.craigslist.org/reb/5946489685.html,152900
"b'Moody, AL Home for Sale - 3bd 2ba'",bham.craigslist.org/reb/5946510009.html,152500
b'Price Reduced! Weiss Lake - 2.88 Ac Lot with Lake &amp; Mountain Views',bham.craigslist.org/reb/5943733216.html,35000
b'Reynolds Lake Oconee lakefront 6 BR',bham.craigslist.org/reo/5982288804.html,0
b'Home for sale-Fairfield',bham.craigslist.org/reo/5945308525.html,25000
"b'45,509 sq ft lot for sale'",bham.craigslist.org/reo/5950741967.html,20000
"b'24,473 sq ft basement lot for sale'",bham.craigslist.org/reo/5950723160.html,20000
"b'23,723 basement or slab lot for sale'",bham.craigslist.org/reo/5950703851.html,15000
"b'57,184 sq ft basement or slab lot for sale'",bham.craigslist.org/reo/5950712806.html,20000
"b'51,887 sq ft basement lot for sale'",bham.craigslist.org/reo/5950709420.html,20000
"b'27,919 sq ft basement lot for sale'",bham.craigslist.org/reo/5950696364.html,20000
b'Motivated Seller',bham.craigslist.org/reb/5964482105.html,59000
"b'1609 5th Place NW, GREAT BUY!!!!'",bham.craigslist.org/reo/5982082720.html,120000
b'Property available Motivated seller',bham.craigslist.org/reo/5982045403.html,0
b'Cabin - Tiny Home',bham.craigslist.org/reo/5982043195.html,59900
b'We Buy Multifamily in any Condition!',bham.craigslist.org/reo/5976530715.html,0
b'Why Rent When You Can Buy?',bham.craigslist.org/reo/5981993112.html,0
b'Let us make you more money',bham.craigslist.org/reo/5981986076.html,0
b'Find your next flip',bham.craigslist.org/reo/5981971423.html,0
b'Fixer Upper!!!!',bham.craigslist.org/reo/5981978852.html,13999
b'2814 Southwood View',bham.craigslist.org/reb/5981953986.html,106900
"b'Home and Land in Griffin, GA'",bham.craigslist.org/reo/5943458363.html,97000
b'4 BED 1 BATH 15k',bham.craigslist.org/reo/5981740384.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5981737648.html,0
"b'Land in North Gadsden 1/2 ACRE $5,900 obo'",bham.craigslist.org/reo/5981019385.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5981734715.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5981730464.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5981728524.html,0
b'Lake Home',bham.craigslist.org/reo/5981439157.html,0
b'3286 Chapel Hill Pkwy',bham.craigslist.org/reb/5952837743.html,249900
b'153 Bridgeview Dr 1',bham.craigslist.org/reb/5952805552.html,148000
b'2228 5th Street NE',bham.craigslist.org/reb/5952802992.html,67000
b'95 Oak Ridge Drive',bham.craigslist.org/reb/5952801248.html,139900
b'7142 Skyline Dr',bham.craigslist.org/reb/5952808995.html,875000
b'11450 Cogswell Ave',bham.craigslist.org/reb/5952795659.html,549900
b'24 Chula Vista Dr',bham.craigslist.org/reb/5952791342.html,224000
b'832 Hollys Ln',bham.craigslist.org/reb/5952792126.html,205000
b'4905 Cedar Lane',bham.craigslist.org/reb/5952790450.html,109900
b'7413 Quail Ridge Dr',bham.craigslist.org/reb/5958541148.html,214900
b'6728 Crossbrook Ln',bham.craigslist.org/reb/5958547213.html,119900
"b'** 580 Credit Scores FHA,VA &amp; USDA Loans Call Now !!'",bham.craigslist.org/reo/5952340315.html,0
b'4 acres in the heart of Moody Tanglewood Dr.',bham.craigslist.org/reb/5981240918.html,113000
b'Waterfront Lake Weiss Property with CABIN',bham.craigslist.org/reo/5962493869.html,87000
b'Looking to Relocate? BEAUTIFUL BOISE HOME!!',bham.craigslist.org/reb/5945979804.html,324900
b'Single family home AMAZING DEAL!!!!',bham.craigslist.org/reo/5980995918.html,25000
b'BEAUTIFUL ! 3B/2B 1st FLOOR CORNER CONDO UNIT / Tuscany Gardens Condo',bham.craigslist.org/reo/5980982223.html,189999
b'Lay Lake waterfront lot',bham.craigslist.org/reo/5980893206.html,99000
"b'3br/1ba $7,500'",bham.craigslist.org/reo/5980861834.html,0
b'373 Reed Way',bham.craigslist.org/reb/5980855188.html,185900
"b'MONTEVALLO - 5 AC ONLY $32,900'",bham.craigslist.org/reo/5954879881.html,0
b'***CASH FLOWING PROPERTY***',bham.craigslist.org/reo/5965086010.html,0
"b'Newly Renovated, 3 BD/2 BA Spacious Home on .25 Acre Property'",bham.craigslist.org/reo/5980435776.html,186900
b'www.southernrealtyspecialists.com  For Sale in Maylene',bham.craigslist.org/reb/5951591546.html,569000
b'www.southernrealtyspecialists.com  For Sale in Helena',bham.craigslist.org/reb/5951592503.html,0
b'www.southernrealtyspecialists.com  For Sale in Alabaster',bham.craigslist.org/reb/5951592198.html,369000
b'www.southernrealtyspecialists.com  For Sale in Bessemer',bham.craigslist.org/reb/5951591856.html,385000
b'www.southernrealtyspecialists.com  For Sale in Vestavia Hills',bham.craigslist.org/reb/5951591186.html,389000
b'Home For Sale in Birmingham',bham.craigslist.org/reb/5950653530.html,89900
b'Land/Mobile Home For Sale in Bessemer by Golf Course',bham.craigslist.org/reb/5950652786.html,129000
b'www.southernrealtyspecialists.com  Cahaba River getaway',bham.craigslist.org/reb/5950640298.html,289000
b'www.southernrealtyspecialists.com  For Sale in Bessemer',bham.craigslist.org/reb/5950639380.html,385000
b'www.southernrealtyspecialists.com  For Sale in Bessemer',bham.craigslist.org/reb/5950638090.html,110000
b'www.southernrealtyspecialists.com  lakehouse logan martin',bham.craigslist.org/reb/5950637201.html,170000
b'HomesofHelena.com',bham.craigslist.org/reb/5950635581.html,299900
b'www.southernrealtyspecialists.com  NEW LISTING CHELSEA',bham.craigslist.org/reb/5977444894.html,195000
"b'4 Br/ 2 BA and Swimming Pool  $82,900'",bham.craigslist.org/reo/5952948910.html,0
b'Remodeled Home For Sale',bham.craigslist.org/reo/5979992724.html,150000
b'FSBO Properties Wanted!',bham.craigslist.org/reo/5938697327.html,0
"b""Seller to pay 10% Buyer's Closing""",bham.craigslist.org/reb/5979844189.html,73000
"b""Don't Pay Rent""",bham.craigslist.org/reb/5979839453.html,65000
b'Vestavia House ready to be your DREAM HOME!',bham.craigslist.org/reo/5979730969.html,205000
"b'OPEN HOUSE Sunday 1/29/17, 2:00 to 4:00pm 304 Shenandoah Drive'",bham.craigslist.org/reb/5979718818.html,214900
b'Smith lake home',bham.craigslist.org/reo/5979646361.html,145000
b'Mobile Home for sale',bham.craigslist.org/reo/5976712196.html,0
b'Open House!!',bham.craigslist.org/reb/5979640373.html,289900
b'Beautiful Home for sale - rental or owner occupant',bham.craigslist.org/reo/5945352676.html,45000
b'Open House Going On Right Now In Ballantrae!',bham.craigslist.org/reo/5979527580.html,0
b'10520 Hwy 31 Calera',bham.craigslist.org/reo/5979589676.html,0
b'118 Highland Drive Hueytown',bham.craigslist.org/reo/5979573057.html,89900
b'$229000 44 Acres Creek Front Property NW Montana',bham.craigslist.org/reb/5940426953.html,0
b'www.southernrealtyspecialists.com  For Sale in Irondale',bham.craigslist.org/reb/5950629032.html,119900
b'ForeclosuresofAlabama.com',bham.craigslist.org/reb/5973020398.html,0
b'ForeclosuresofAlabama.com',bham.craigslist.org/reb/5950627858.html,9900
b'ForeclosuresofAlabama.com',bham.craigslist.org/reb/5950627139.html,18900
b'ForeclosuresofAlabama.com',bham.craigslist.org/reb/5950626065.html,119000
b'ForeclosuresofAlabama.com',bham.craigslist.org/reb/5950625170.html,389000
b'ForeclosuresofAlabama.com',bham.craigslist.org/reb/5950618845.html,109900
b'HomesofAlabaster.com Call 677-5030',bham.craigslist.org/reb/5950617466.html,225000
b'HomesofAlabaster.com Call 677-5030',bham.craigslist.org/reb/5950616392.html,159000
b'HomesofAlabaster.com Call 677-5030',bham.craigslist.org/reb/5950615537.html,569000
b'HomesofAlabaster.com Call 677-5030',bham.craigslist.org/reb/5950614354.html,369000
b'ForeclosuresofAlabama.com',bham.craigslist.org/reb/5973020785.html,119000
b'ForeclosuresofAlabama.com',bham.craigslist.org/reb/5973021069.html,109900
b'ForeclosuresofAlabama.com',bham.craigslist.org/reb/5973021356.html,9900
b'HomesofHelena.com',bham.craigslist.org/reb/5973021660.html,0
b'www.southernrealtyspecialists.com  For Sale in Pelham',bham.craigslist.org/reb/5973030828.html,269000
b'www.southernrealtyspecialists.com  For Sale in Alabaster',bham.craigslist.org/reb/5973032641.html,159000
b'www.southernrealtyspecialists.com  For Sale in Alabaster',bham.craigslist.org/reb/5973033940.html,369000
b'www.southernrealtyspecialists.com  For Sale in Montevallo',bham.craigslist.org/reb/5973040009.html,140000
b'www.southernrealtyspecialists.com  For Sale in Centreville',bham.craigslist.org/reb/5973040789.html,289000
b'All properties must go!',bham.craigslist.org/reo/5961515145.html,17000
"b'34 acres,Jacksons Gap-possible owner finance'",bham.craigslist.org/reo/5979192188.html,0
b'Home for Sale',bham.craigslist.org/reo/5979090037.html,45000
b'4bd 3ba/1hba Home for Sale in Springville',bham.craigslist.org/reb/5937386263.html,600000
b'3bd 2ba/1hba Home for Sale in Trussville',bham.craigslist.org/reb/5937602753.html,240000
"b'Springville, AL Home for Sale - 4bd 3ba'",bham.craigslist.org/reb/5937373569.html,175000
"b'Moody, AL Home for Sale - 4bd 2ba'",bham.craigslist.org/reb/5937397679.html,180000
"b'Getting a Home is Easy! Great Home Purchase Plans, All credit accepted'",bham.craigslist.org/reo/5948174537.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5978951253.html,0
b'4 BED 1 BATH 15k',bham.craigslist.org/reo/5978946055.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5978944561.html,0
b'4 BED 1 BATH 15k',bham.craigslist.org/reo/5978943159.html,0
"b'250 Acres M/L on the Big Piney. 3BD, 2 BA'",bham.craigslist.org/reo/5937085921.html,699000
"b'1830 sf, safe nice area good schools home'",bham.craigslist.org/reb/5938754879.html,139900
b'Safe nice area good schools home',bham.craigslist.org/reb/5938761587.html,139900
b'\xe2\x9c\x98 JASPER MOVE IN READY/OWNER FINANCE!',bham.craigslist.org/reo/5940144515.html,64900
b'\xe2\x9e\xbd CALERA MOVE IN READY/FINANCE OPTIONS!',bham.craigslist.org/reo/5939460765.html,69900
"b'Deals, Deals, Deals'",bham.craigslist.org/reo/5978732570.html,0
b'McCalla - Peyton Drive',bham.craigslist.org/reo/5978664594.html,0
b'McCalla - Church Drive',bham.craigslist.org/reo/5978664954.html,0
b'Cash flowing rental for sale!!',bham.craigslist.org/reo/5978549249.html,0
"b'3/3, 2800 SQ. FT. HOUSE'",bham.craigslist.org/reo/5971232237.html,175000
b'4 BED 1 BATH 15k',bham.craigslist.org/reo/5978454570.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5978452159.html,0
b'4 BR 1 BA House for Sale  $ 15k/obo',bham.craigslist.org/reo/5978450211.html,0
b'4 BED 1 BATH 15k',bham.craigslist.org/reo/5978447849.html,0
b'1 bed / 1 bath condo next door to UAB',bham.craigslist.org/reb/5978365705.html,150000
b'Price drop. 150k 3Br 2ba near Centreville Al. 3 acres +/-',bham.craigslist.org/reo/5978356936.html,150
b'Rent this 3 bed/3.5 bath in Meadowbrook',bham.craigslist.org/reb/5978347408.html,1300
b'Gulf front corner unit (Eastern) condo',bham.craigslist.org/reo/5978297421.html,465000
b'Woderful Lot for Building Your Home',bham.craigslist.org/reb/5978237115.html,23500
"b'Fixer Upper for Sale - $9,990'",bham.craigslist.org/reo/5968069133.html,9990
"b'Fixer Upper for Sale - $9,990'",bham.craigslist.org/reo/5968073486.html,9990
b'Lot to build your new home',bham.craigslist.org/reb/5978181193.html,16500
b'45K Investor Special/Montgomery Area',bham.craigslist.org/reo/5978143106.html,0
b'Alden Glen (Moody) Home for Sale',bham.craigslist.org/reo/5978058001.html,210000
b'Lovely House for Sale by Owner',bham.craigslist.org/reo/5978044761.html,107000
b'5.08 acres for sale severville Tennessee',bham.craigslist.org/reo/5964914146.html,0
b'3bd 2ba/1hba Home for Sale in Trussville - Reduced',bham.craigslist.org/reb/5942379926.html,300000
b'Stand Alone Commercial Retail/Office Space',bham.craigslist.org/reb/5977983596.html,59500
"b'Birmingham, AL Home for Sale - 3bd 2ba'",bham.craigslist.org/reb/5937645359.html,130000
b'3bd 2ba Home for Sale in Branchville',bham.craigslist.org/reb/5937640302.html,185000
"b'Home for Sale in Birmingham, AL (3bd 2ba)'",bham.craigslist.org/reb/5937616945.html,90000
b'Hwy 280 - Rustic Log Cabin Office',bham.craigslist.org/reb/5971863469.html,0
b'2+ acres in Hoover zoned residential',bham.craigslist.org/reb/5977838601.html,165000
